# Balancin telemetria  2026-05-26 09:42:51
# Cargar en MATLAB:
#   data = readmatrix('archivo.txt', 'CommentStyle','#');
# Columnas:
# t[s]	vd[m/s]	v[m/s]	theta[rad]	alpha[rad]	oml[rad/s]	omr[rad/s]	ul[V]	ur[V]	Sl	Sr	modo_sol
0.270	+0.000000	-0.116078	+0.117206	-0.658834	-14.302191	+14.186851	+10.264901	+10.264901	121	58	0
0.280	+0.000000	-0.136471	+0.110173	-0.702756	-14.648212	+13.379469	+10.264901	+10.264901	117	58	0
0.290	+0.000000	-0.116078	+0.103141	-0.779620	-13.956171	+13.840830	+10.264901	+10.264901	114	58	0
0.300	+0.000000	-0.122353	+0.098453	-0.790601	-14.302191	+13.840830	+10.264901	+10.264901	111	58	0
0.310	+0.000000	-0.130196	+0.093765	-0.735698	-14.648212	+13.840830	+10.264901	+10.264901	109	58	0
0.320	+0.000000	-0.136471	+0.091421	-0.691776	-14.648212	+13.379469	+10.264901	+10.264901	107	58	0
0.330	+0.000000	-0.136471	+0.089076	-0.680795	-14.648212	+13.379469	+10.264901	+10.264901	106	58	0
0.340	+0.000000	-0.136471	+0.086732	-0.702756	-14.648212	+13.379469	+10.264901	+10.264901	105	58	0
0.350	+0.000000	-0.142745	+0.086732	-0.680795	+14.532872	+13.379469	+10.264901	+10.264901	104	58	0
0.360	+0.000000	-0.136471	+0.084388	-0.647853	-14.648212	+13.379469	+10.264901	+10.264901	104	58	0
0.370	+0.000000	-0.150588	+0.086732	-0.592950	+14.532872	+13.033449	+10.264901	+10.264901	105	58	0
0.380	+0.000000	-0.142745	+0.091421	-0.549028	+14.532872	+13.379469	+10.264901	+10.264901	107	58	0
0.390	+0.000000	-0.156863	+0.091421	-0.538048	+14.186851	+13.033449	+10.264901	+10.264901	108	58	0
0.400	+0.000000	-0.142745	+0.093765	-0.505106	+14.532872	+13.379469	+10.264901	+10.264901	108	58	0
0.410	+0.000000	-0.136471	+0.093765	-0.417261	-14.648212	+13.379469	+10.264901	+10.264901	109	58	0
0.420	+0.000000	-0.142745	+0.093765	-0.384320	+14.186851	+13.840830	+10.264901	+10.264901	108	58	0
0.430	+0.000000	-0.130196	+0.091421	-0.329417	+14.532872	+14.186851	+10.264901	+10.264901	107	58	0
0.440	+0.000000	-0.136471	+0.086732	-0.252553	+14.532872	+13.840830	+10.264901	+10.264901	104	58	0
0.450	+0.000000	-0.130196	+0.082044	-0.230592	-14.648212	+13.840830	+10.264901	+10.264901	102	58	0
0.460	+0.000000	-0.136471	+0.079700	-0.131767	-14.648212	+13.379469	+10.347682	+10.347682	101	58	0
0.470	+0.000000	-0.122353	+0.084388	-0.054903	-14.648212	+14.186851	-4.304636	-4.304636	104	58	0
0.480	+0.000000	-0.116078	+0.086732	-0.010981	-13.956171	+13.840830	-1.158940	-1.158940	105	58	0
0.490	+0.000000	-0.109804	+0.089076	-0.021961	-13.956171	+14.186851	-1.903974	-1.986755	106	58	0
0.500	+0.000000	-0.062745	+0.091421	-0.021961	-12.341407	-14.302191	-1.407285	-1.490066	106	57	0
0.510	+0.000000	-0.054902	+0.089076	+0.054903	-11.995386	-14.302191	+4.304636	+4.221854	106	58	0
0.520	+0.000000	-0.015686	+0.082044	+0.153728	-10.841984	-13.148789	-10.264901	-10.264901	103	58	0
0.530	+0.000000	+0.125490	+0.077356	+0.285495	-7.035755	-8.881200	-10.264901	-10.264901	99	58	0
0.540	+0.000000	-0.061176	+0.075012	+0.329417	-0.807382	-2.768166	-10.264901	-10.264901	98	57	0
0.550	+0.000000	+0.080000	+0.072668	+0.483145	+2.998847	+1.499423	-10.264901	-10.264901	97	57	0
0.560	+0.000000	+0.147451	+0.075012	+0.592950	+5.305652	+2.998847	-10.264901	-10.264901	98	58	0
0.570	+0.000000	-0.174118	+0.075012	+0.570989	+7.266436	+5.767013	-10.264901	-10.264901	98	57	0
0.580	+0.000000	-0.112941	+0.079700	+0.614912	+8.419839	+8.073818	-10.264901	-10.264901	100	57	0
0.590	+0.000000	-0.059608	+0.084388	+0.625892	+9.573241	+9.919262	-10.264901	-10.264901	103	58	0
0.600	+0.000000	-0.045490	+0.089076	+0.669814	+9.573241	+10.726644	-10.264901	-10.264901	105	57	0
0.610	+0.000000	-0.004706	+0.089076	+0.724717	+10.380623	+12.226067	-10.264901	-10.264901	106	57	0
0.620	+0.000000	+0.015686	+0.089076	+0.790601	+11.072664	+12.687428	-10.264901	-10.264901	105	57	0
0.630	+0.000000	+0.036078	+0.086732	+0.801581	+11.072664	+13.840830	-10.264901	-10.264901	104	58	0
0.640	+0.000000	+0.054902	+0.084388	+0.812562	+11.880046	+14.186851	-10.264901	-10.264901	102	57	0
0.650	+0.000000	+0.075294	+0.079700	+0.801581	+12.226067	-14.532872	-10.264901	-10.264901	100	57	0
0.660	+0.000000	+0.075294	+0.079700	+0.757659	+12.226067	-14.532872	-10.264901	-10.264901	100	57	0
0.670	+0.000000	+0.103529	+0.086732	+0.735698	+13.033449	-13.840830	-10.264901	-10.264901	104	57	0
0.680	+0.000000	+0.103529	+0.091421	+0.680795	+13.033449	-13.840830	-10.264901	-10.264901	106	57	0
0.690	+0.000000	+0.130196	+0.091421	+0.680795	+13.840830	-13.033449	-10.264901	-10.264901	107	58	0
0.700	+0.000000	+0.109804	+0.093765	+0.680795	+13.379469	-13.840830	-10.264901	-10.264901	108	57	0
0.710	+0.000000	+0.122353	+0.093765	+0.680795	+14.186851	-13.840830	-10.264901	-10.264901	108	57	0
0.720	+0.000000	+0.122353	+0.091421	+0.691776	+13.840830	-13.379469	-10.264901	-10.264901	107	57	0
0.730	+0.000000	+0.130196	+0.091421	+0.658834	+14.186851	-13.379469	-10.264901	-10.264901	106	57	0
0.740	+0.000000	+0.130196	+0.084388	+0.603931	+14.186851	-13.379469	-10.264901	-10.264901	103	57	0
0.750	+0.000000	+0.136471	+0.082044	+0.570989	+14.532872	-13.379469	-10.264901	-10.264901	102	57	0
0.760	+0.000000	+0.130196	+0.084388	+0.538048	+14.186851	-13.379469	-10.264901	-10.264901	102	57	0
0.770	+0.000000	+0.142745	+0.082044	+0.560009	+14.532872	-13.033449	-10.264901	-10.264901	102	57	0
0.780	+0.000000	+0.136471	+0.056259	+0.549028	+14.532872	-13.379469	-10.264901	-10.264901	103	73	0
0.790	+0.000000	+0.150588	+0.046882	+0.483145	-14.532872	-13.033449	-10.264901	-10.264901	103	77	0
0.800	+0.000000	+0.136471	+0.035162	+0.483145	+14.532872	-13.379469	-10.264901	-10.264901	104	84	0
0.810	+0.000000	+0.150588	+0.025785	+0.439223	-14.532872	-13.033449	-10.264901	-10.264901	104	90	0
0.820	+0.000000	+0.150588	+0.021097	+0.461184	-14.532872	-13.033449	-10.264901	-10.264901	106	95	0
0.830	+0.000000	+0.156863	+0.011721	+0.395300	-14.186851	-13.033449	-10.264901	-10.264901	108	102	0
0.840	+0.000000	+0.142745	+0.009376	+0.351378	-14.532872	-13.379469	-10.264901	-10.264901	112	107	0
0.850	+0.000000	+0.163137	+0.004688	+0.296475	-13.840830	-13.033449	-10.264901	-10.264901	117	114	0
0.860	+0.000000	+0.150588	+0.007032	+0.252553	-14.186851	-13.379469	-10.264901	-10.264901	122	118	0
0.870	+0.000000	+0.156863	+0.009376	+0.263534	-14.186851	-13.033449	-10.264901	-10.264901	129	123	0
0.880	+0.000000	+0.169412	+0.011721	+0.197650	-13.379469	-13.033449	-10.264901	-10.264901	135	128	0
0.890	+0.000000	+0.150588	+0.014065	+0.175689	-14.186851	-13.379469	-10.264901	-10.264901	142	133	0
0.900	+0.000000	+0.163137	+0.023441	+0.087845	-13.840830	-13.033449	+8.443709	+8.443709	149	135	0
0.910	+0.000000	+0.156863	+0.037506	+0.032942	-14.186851	-13.033449	+3.973510	+3.973510	155	134	0
0.920	+0.000000	+0.142745	+0.046882	-0.021961	-14.532872	-13.379469	-1.076159	-1.076159	160	134	0
0.930	+0.000000	+0.142745	+0.056259	-0.087845	-14.532872	-13.379469	-6.043046	-6.043046	164	134	0
0.940	+0.000000	+0.075294	+0.060947	-0.153728	+13.033449	+14.186851	+10.264901	+10.264901	167	134	0
0.950	+0.000000	-0.086275	+0.063291	-0.219611	+8.073818	+9.919262	+10.264901	+10.264901	168	133	0
0.960	+0.000000	+0.112941	+0.065635	-0.274514	+2.306805	+4.152249	+10.264901	+10.264901	169	133	0
0.970	+0.000000	-0.040784	+0.067979	-0.373339	-2.422145	+0.000000	+10.264901	+10.264901	170	133	0
0.980	+0.000000	-0.134902	+0.067979	-0.450203	-4.728950	-3.114187	+10.264901	+10.264901	170	133	0
0.990	+0.000000	+0.186667	+0.067979	-0.560009	-6.574394	-5.882353	+10.264901	+10.264901	170	133	0
1.000	+0.000000	+0.145882	+0.067979	-0.625892	-7.381776	-7.381776	+10.264901	+10.264901	169	133	0
1.010	+0.000000	+0.086275	+0.065635	-0.702756	-8.881200	-9.342561	+10.264901	+10.264901	169	133	0
1.020	+0.000000	+0.051765	+0.065635	-0.702756	-9.688581	-10.495963	+10.264901	+10.264901	168	132	0
1.030	+0.000000	+0.010980	+0.063291	-0.636873	-10.841984	-11.649366	+10.264901	+10.264901	167	132	0
1.040	+0.000000	-0.001569	+0.060947	-0.636873	-10.841984	-12.341407	+10.264901	+10.264901	166	132	0
1.050	+0.000000	-0.036078	+0.058603	-0.669814	-11.995386	-13.148789	+10.264901	+10.264901	164	132	0
1.060	+0.000000	-0.048627	+0.053915	-0.735698	-11.995386	-13.956171	+10.264901	+10.264901	161	132	0
1.070	+0.000000	-0.048627	+0.049226	-0.746678	-11.995386	-13.956171	+10.264901	+10.264901	158	132	0
1.080	+0.000000	-0.075294	+0.042194	-0.801581	-12.802768	-14.648212	+10.264901	+10.264901	155	132	0
1.090	+0.000000	-0.095686	+0.037506	-0.878445	-13.494810	+14.532872	+10.264901	+10.264901	152	132	0
1.100	+0.000000	-0.089412	+0.030474	-0.933348	-13.148789	+14.532872	+10.264901	+10.264901	148	131	0
1.110	+0.000000	-0.089412	+0.023441	-0.933348	-13.494810	-14.648212	+10.264901	+10.264901	145	131	0
1.120	+0.000000	-0.095686	+0.016409	-0.933348	-13.494810	+14.532872	+10.264901	+10.264901	140	131	0
1.130	+0.000000	-0.109804	+0.007032	-0.878445	-13.956171	+14.186851	+10.264901	+10.264901	136	131	0
1.140	+0.000000	-0.116078	-0.002344	-0.856484	-13.956171	+13.840830	+10.264901	+10.264901	131	131	0
1.150	+0.000000	-0.122353	-0.011721	-0.856484	-14.302191	+13.840830	+10.264901	+10.264901	126	131	0
1.160	+0.000000	-0.122353	-0.018753	-0.911387	-14.302191	+13.840830	+10.264901	+10.264901	122	131	0
1.170	+0.000000	-0.136471	-0.025785	-0.933348	-14.648212	+13.379469	+10.264901	+10.264901	117	131	0
1.180	+0.000000	-0.122353	-0.032818	-0.955309	-14.302191	+13.840830	+10.264901	+10.264901	114	131	0
1.190	+0.000000	-0.136471	-0.037506	-0.867465	-14.648212	+13.379469	+10.264901	+10.264901	112	131	0
1.200	+0.000000	-0.130196	-0.042194	-0.823542	-14.302191	+13.379469	+10.264901	+10.264901	109	131	0
1.210	+0.000000	-0.142745	-0.044538	-0.768640	+14.532872	+13.379469	+10.264901	+10.264901	108	131	0
1.220	+0.000000	-0.136471	-0.044538	-0.779620	-14.648212	+13.379469	+10.264901	+10.264901	107	131	0
1.230	+0.000000	-0.136471	-0.044538	-0.768640	-14.648212	+13.379469	+10.264901	+10.264901	107	130	0
1.240	+0.000000	-0.142745	-0.044538	-0.702756	+14.532872	+13.379469	+10.264901	+10.264901	107	131	0
1.250	+0.000000	-0.150588	-0.044538	-0.669814	+14.532872	+13.033449	+10.264901	+10.264901	108	130	0
1.260	+0.000000	-0.142745	-0.044538	-0.647853	+14.532872	+13.379469	+10.264901	+10.264901	107	130	0
1.270	+0.000000	-0.150588	-0.046882	-0.625892	+14.186851	+13.379469	+10.264901	+10.264901	106	130	0
1.280	+0.000000	-0.142745	-0.049226	-0.581970	+14.532872	+13.379469	+10.264901	+10.264901	105	130	0
1.290	+0.000000	-0.150588	-0.051571	-0.560009	+14.186851	+13.379469	+10.264901	+10.264901	104	130	0
1.300	+0.000000	-0.150588	-0.053915	-0.461184	+14.186851	+13.379469	+10.264901	+10.264901	102	130	0
1.310	+0.000000	-0.156863	-0.056259	-0.461184	+14.186851	+13.033449	+10.264901	+10.264901	100	130	0
1.320	+0.000000	-0.150588	-0.058603	-0.428242	+14.186851	+13.379469	+10.264901	+10.264901	100	130	0
1.330	+0.000000	-0.142745	-0.053915	-0.384320	+14.532872	+13.379469	+10.264901	+10.264901	101	130	0
1.340	+0.000000	-0.136471	-0.051571	-0.318436	-14.648212	+13.379469	+10.264901	+10.264901	103	130	0
1.350	+0.000000	-0.142745	-0.046882	-0.208631	+14.532872	+13.379469	+10.264901	+10.264901	105	130	0
1.360	+0.000000	-0.136471	-0.044538	-0.219611	-14.648212	+13.379469	+10.264901	+10.264901	106	130	0
1.370	+0.000000	-0.142745	-0.049226	-0.208631	+14.532872	+13.379469	+10.264901	+10.264901	104	130	0
1.380	+0.000000	-0.130196	-0.058603	-0.208631	-14.648212	+13.840830	+10.264901	+10.264901	99	130	0
1.390	+0.000000	-0.130196	-0.067979	-0.109806	-14.648212	+13.840830	-9.023179	-9.105960	94	130	0
1.400	+0.000000	-0.122353	-0.075012	+0.054903	-14.648212	+14.186851	+4.221854	+4.221854	91	130	0
1.410	+0.000000	-0.083137	-0.077356	+0.109806	-13.148789	-14.648212	+9.519868	+9.519868	89	130	0
1.420	+0.000000	+0.051765	-0.075012	+0.252553	-9.688581	-10.495963	-10.264901	-10.264901	90	130	0
1.430	+0.000000	-0.142745	-0.072668	+0.340397	-3.575548	-4.728950	-10.264901	-10.264901	91	129	0
1.440	+0.000000	+0.018824	-0.072668	+0.538048	+1.153403	+0.000000	-10.264901	-10.264901	92	129	0
1.450	+0.000000	+0.106667	-0.070323	+0.724717	+4.613610	+1.499423	-10.264901	-10.264901	93	130	0
1.460	+0.000000	+0.188235	-0.070323	+0.713737	+6.459054	+4.152249	-10.264901	-10.264901	92	129	0
1.470	+0.000000	-0.145882	-0.072668	+0.746678	+8.419839	+6.113033	-10.264901	-10.264901	91	129	0
1.480	+0.000000	-0.092549	-0.075012	+0.801581	+9.227220	+8.419839	-10.264901	-10.264901	90	129	0
1.490	+0.000000	-0.045490	-0.077356	+0.823542	+10.380623	+9.919262	-10.264901	-10.264901	89	129	0
1.500	+0.000000	-0.025098	-0.072668	+0.878445	+10.726644	+10.726644	-10.264901	-10.264901	90	128	0
1.510	+0.000000	-0.018824	-0.072668	+0.933348	+10.380623	+11.534025	-10.264901	-10.264901	90	129	0
1.520	+0.000000	+0.021961	-0.067979	+0.988251	+11.534025	+12.687428	-10.264901	-10.264901	93	129	0
1.530	+0.000000	+0.048627	-0.060947	+0.988251	+11.880046	+13.840830	-10.264901	-10.264901	97	129	0
1.540	+0.000000	+0.054902	-0.053915	+0.988251	+11.880046	+14.186851	-10.264901	-10.264901	100	129	0
1.550	+0.000000	+0.062745	-0.049226	+1.010212	+11.880046	+14.532872	-10.264901	-10.264901	103	128	0
1.560	+0.000000	+0.075294	-0.051571	+1.010212	+12.226067	-14.532872	-10.264901	-10.264901	102	129	0
1.570	+0.000000	+0.083137	-0.053915	+1.043154	+12.226067	-14.186851	-10.264901	-10.264901	100	129	0
1.580	+0.000000	+0.103529	-0.058603	+1.043154	+13.033449	-13.840830	-10.264901	-10.264901	98	128	0
1.590	+0.000000	+0.095686	-0.060947	+1.065115	+12.687428	-13.840830	-10.264901	-10.264901	97	128	0
1.600	+0.000000	+0.109804	-0.058603	+1.021192	+13.379469	-13.840830	-10.264901	-10.264901	98	128	0
1.610	+0.000000	+0.116078	-0.051571	+1.054134	+13.033449	-13.033449	-10.264901	-10.264901	102	128	0
1.620	+0.000000	+0.122353	-0.044538	+1.043154	+13.840830	-13.379469	-10.264901	-10.264901	105	128	0
1.630	+0.000000	+0.116078	-0.042194	+1.043154	+13.379469	-13.379469	-10.264901	-10.264901	107	128	0
1.640	+0.000000	+0.122353	-0.039850	+1.021192	+13.840830	-13.379469	-10.264901	-10.264901	108	128	0
1.650	+0.000000	+0.122353	-0.039850	+0.988251	+13.840830	-13.379469	-10.264901	-10.264901	107	128	0
1.660	+0.000000	+0.136471	-0.042194	+0.922367	+14.186851	-13.033449	-10.264901	-10.264901	106	128	0
1.670	+0.000000	+0.122353	-0.046882	+0.856484	+13.840830	-13.379469	-10.264901	-10.264901	104	128	0
1.680	+0.000000	+0.136471	-0.049226	+0.823542	+14.186851	-13.033449	-10.264901	-10.264901	102	128	0
1.690	+0.000000	+0.136471	+0.051571	+0.878445	+14.186851	-13.033449	-10.264901	-10.264901	101	73	0
1.700	+0.000000	+0.136471	+0.065635	+0.790601	+14.186851	-13.033449	-10.264901	-10.264901	101	65	0
1.710	+0.000000	+0.136471	+0.063291	+0.779620	+14.532872	-13.379469	-10.264901	-10.264901	101	66	0
1.720	+0.000000	+0.142745	+0.060947	+0.713737	+14.532872	-13.033449	-10.264901	-10.264901	101	67	0
1.730	+0.000000	+0.150588	+0.053915	+0.680795	-14.532872	-13.033449	-10.264901	-10.264901	102	73	0
1.740	+0.000000	+0.142745	+0.044538	+0.636873	+14.532872	-13.033449	-10.264901	-10.264901	102	78	0
1.750	+0.000000	+0.150588	+0.037506	+0.592950	-14.532872	-13.033449	-10.264901	-10.264901	102	82	0
1.760	+0.000000	+0.150588	+0.028129	+0.549028	-14.532872	-13.033449	-10.264901	-10.264901	103	88	0
1.770	+0.000000	+0.150588	+0.021097	+0.472164	-14.532872	-13.033449	-10.264901	-10.264901	105	93	0
1.780	+0.000000	+0.150588	+0.014065	+0.439223	-14.532872	-13.033449	-10.264901	-10.264901	108	100	0
1.790	+0.000000	+0.156863	+0.011721	+0.417261	-14.186851	-13.033449	-10.264901	-10.264901	112	105	0
1.800	+0.000000	+0.163137	+0.009376	+0.362359	-13.840830	-13.033449	-10.264901	-10.264901	117	111	0
1.810	+0.000000	+0.163137	+0.011721	+0.329417	-14.186851	-12.687428	-10.264901	-10.264901	123	116	0
1.820	+0.000000	+0.163137	+0.014065	+0.263534	-13.840830	-13.033449	-10.264901	-10.264901	130	122	0
1.830	+0.000000	+0.150588	+0.016409	+0.197650	-14.186851	-13.379469	-10.264901	-10.264901	138	128	0
1.840	+0.000000	+0.169412	+0.021097	+0.153728	-13.840830	-12.687428	-10.264901	-10.264901	145	133	0
1.850	+0.000000	+0.156863	+0.035162	+0.098825	-14.186851	-13.033449	+9.271523	+9.271523	152	133	0
1.860	+0.000000	+0.156863	+0.046882	+0.054903	-14.186851	-13.033449	+5.215232	+5.298013	158	133	0
1.870	+0.000000	+0.150588	+0.056259	+0.065883	-14.186851	-13.379469	+5.877483	+5.960265	164	132	0
1.880	+0.000000	+0.150588	+0.063291	-0.021961	-14.532872	-13.033449	-1.158940	-1.158940	166	132	0
1.890	+0.000000	+0.136471	+0.065635	-0.076864	+14.532872	-13.379469	-5.960265	-5.877483	168	132	0
1.900	+0.000000	+0.083137	+0.070323	-0.197650	+13.033449	+14.532872	+10.264901	+10.264901	170	132	0
1.910	+0.000000	-0.078431	+0.072668	-0.274514	+8.419839	+9.919262	+10.264901	+10.264901	172	132	0
1.920	+0.000000	+0.106667	+0.072668	-0.296475	+1.845444	+4.152249	+10.264901	+10.264901	172	132	0
1.930	+0.000000	-0.040784	+0.075012	-0.351378	-1.614764	-0.807382	+10.264901	+10.264901	172	132	0
1.940	+0.000000	-0.134902	+0.075012	-0.439223	-4.267589	-3.575548	+10.264901	+10.264901	173	132	0
1.950	+0.000000	-0.196078	+0.077356	-0.505106	-6.228374	-5.074971	+10.264901	+10.264901	173	131	0
1.960	+0.000000	+0.139608	+0.075012	-0.560009	-7.727797	-7.381776	+10.264901	+10.264901	172	132	0
1.970	+0.000000	+0.098824	+0.075012	-0.603931	-8.535179	-8.881200	+10.264901	+10.264901	172	132	0
1.980	+0.000000	+0.059608	+0.075012	-0.702756	-9.688581	-10.034602	+10.264901	+10.264901	172	131	0
1.990	+0.000000	+0.010980	+0.072668	-0.724717	-10.495963	-11.995386	+10.264901	+10.264901	171	131	0
2.000	+0.000000	+0.004706	+0.075012	-0.746678	-10.841984	-11.995386	+10.264901	+10.264901	171	131	0
2.010	+0.000000	-0.007843	+0.072668	-0.735698	-11.188005	-12.341407	+10.264901	+10.264901	170	131	0
2.020	+0.000000	-0.042353	+0.072668	-0.768640	-11.995386	-13.494810	+10.264901	+10.264901	170	131	0
2.030	+0.000000	-0.048627	+0.070323	-0.779620	-11.995386	-13.956171	+10.264901	+10.264901	169	131	0
2.040	+0.000000	-0.062745	+0.067979	-0.801581	-12.341407	-14.302191	+10.264901	+10.264901	167	131	0
2.050	+0.000000	-0.069020	+0.063291	-0.834523	-12.341407	-14.648212	+10.264901	+10.264901	166	131	0
2.060	+0.000000	-0.075294	+0.060947	-0.856484	-13.148789	-14.302191	+10.264901	+10.264901	163	131	0
2.070	+0.000000	-0.089412	+0.056259	-0.911387	-13.148789	+14.532872	+10.264901	+10.264901	161	131	0
2.080	+0.000000	-0.095686	+0.049226	-0.922367	-13.494810	+14.532872	+10.264901	+10.264901	158	131	0
2.090	+0.000000	-0.095686	+0.042194	-0.944329	-13.494810	+14.532872	+10.264901	+10.264901	154	131	0
2.100	+0.000000	-0.109804	+0.035162	-0.933348	-13.956171	+14.186851	+10.264901	+10.264901	150	130	0
2.110	+0.000000	-0.109804	+0.028129	-0.900406	-13.956171	+14.186851	+10.264901	+10.264901	146	131	0
2.120	+0.000000	-0.109804	+0.021097	-0.955309	-13.956171	+14.186851	+10.264901	+10.264901	142	130	0
2.130	+0.000000	-0.122353	+0.011721	-0.988251	-14.302191	+13.840830	+10.264901	+10.264901	137	130	0
2.140	+0.000000	-0.116078	+0.002344	-1.021192	-13.956171	+13.840830	+10.264901	+10.264901	132	130	0
2.150	+0.000000	-0.122353	-0.009376	-1.065115	-14.302191	+13.840830	+10.264901	+10.264901	126	130	0
2.160	+0.000000	-0.130196	-0.016409	-1.087076	-14.302191	+13.379469	+10.264901	+10.264901	122	130	0
2.170	+0.000000	-0.130196	-0.023441	-1.032173	-14.302191	+13.379469	+10.264901	+10.264901	118	130	0
2.180	+0.000000	-0.122353	-0.030474	-0.977270	-14.302191	+13.840830	+10.264901	+10.264901	114	130	0
2.190	+0.000000	-0.136471	-0.037506	-0.922367	-14.648212	+13.379469	+10.264901	+10.264901	111	130	0
2.200	+0.000000	-0.130196	-0.039850	-0.922367	-14.302191	+13.379469	+10.264901	+10.264901	110	130	0
2.210	+0.000000	-0.136471	-0.042194	-0.911387	-14.648212	+13.379469	+10.264901	+10.264901	108	130	0
2.220	+0.000000	-0.150588	-0.042194	-0.845503	+14.532872	+13.033449	+10.264901	+10.264901	108	130	0
2.230	+0.000000	-0.136471	-0.042194	-0.823542	-14.648212	+13.379469	+10.264901	+10.264901	108	130	0
2.240	+0.000000	-0.136471	-0.044538	-0.790601	-14.648212	+13.379469	+10.264901	+10.264901	107	130	0
2.250	+0.000000	-0.150588	-0.046882	-0.746678	+14.186851	+13.379469	+10.264901	+10.264901	106	130	0
2.260	+0.000000	-0.142745	-0.046882	-0.713737	+14.532872	+13.379469	+10.264901	+10.264901	106	130	0
2.270	+0.000000	-0.150588	-0.049226	-0.658834	+14.186851	+13.379469	+10.264901	+10.264901	104	129	0
2.280	+0.000000	-0.142745	-0.051571	-0.570989	+14.532872	+13.379469	+10.264901	+10.264901	103	130	0
2.290	+0.000000	-0.156863	-0.053915	-0.538048	+13.840830	+13.379469	+10.264901	+10.264901	101	130	0
2.300	+0.000000	-0.150588	-0.058603	-0.505106	+14.186851	+13.379469	+10.264901	+10.264901	99	129	0
2.310	+0.000000	-0.156863	-0.058603	-0.461184	+14.186851	+13.033449	+10.264901	+10.264901	99	129	0
2.320	+0.000000	-0.150588	-0.058603	-0.384320	+14.186851	+13.379469	+10.264901	+10.264901	99	130	0
2.330	+0.000000	-0.142745	-0.056259	-0.307456	+14.186851	+13.840830	+10.264901	+10.264901	100	129	0
2.340	+0.000000	-0.136471	-0.051571	-0.241572	+14.532872	+13.840830	+10.264901	+10.264901	102	129	0
2.350	+0.000000	-0.136471	-0.049226	-0.263534	+14.186851	+14.186851	+10.264901	+10.264901	104	129	0
2.360	+0.000000	-0.136471	+0.124238	-0.153728	+14.532872	+13.840830	+10.264901	+10.264901	102	36	0
